workerid,block_number,predicate,crit_noun,noun,class,other_noun,wrongs,nounclass,speaker_order,qud,response_other,response,block,slide_number
93,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.5,"""priors""",15
94,"""1""","""rational""","""women""",NA,NA,"""men""",0,"""gender""","""female/male""","""are""",0.44,0.99,"""cover_stories""",3
94,"""1""","""polite""","""People in their 50&quotechars""",NA,NA,"""People in their 20&quotechars""",0,"""age""","""male/female""","""who""",0.51,0.92,"""cover_stories""",4
94,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",1,"""nationality""","""male/female""","""who""",0.48,0.83,"""cover_stories""",5
94,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",0,"""political_party""","""male/female""","""are""",0.69,0.86,"""cover_stories""",6
94,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.57,"""priors""",8
94,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.63,"""priors""",9
94,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.8,"""priors""",10
94,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.84,"""priors""",11
94,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.8,"""priors""",12
94,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.46,"""priors""",13
94,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.8,"""priors""",14
94,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.81,"""priors""",15
95,"""1""","""rational""","""women""",NA,NA,"""men""",0,"""gender""","""female/male""","""who""",0.37,0.83,"""cover_stories""",3
95,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",0,"""age""","""female/male""","""are""",0.21,0.9,"""cover_stories""",4
95,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",0,"""political_party""","""female/male""","""who""",0.28,0.81,"""cover_stories""",5
95,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",0,"""nationality""","""female/male""","""are""",0.42,0.62,"""cover_stories""",6
95,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.64,"""priors""",8
95,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.84,"""priors""",9
95,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.57,"""priors""",10
95,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.22,"""priors""",11
95,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.72,"""priors""",12
95,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.01,"""priors""",13
95,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.74,"""priors""",14
95,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.5,"""priors""",15
96,"""1""","""rational""","""women""",NA,NA,"""men""",1,"""gender""","""female/male""","""are""",0.48,0.72,"""cover_stories""",3
96,"""1""","""polite""","""People in their 50&quotechars""",NA,NA,"""People in their 20&quotechars""",1,"""age""","""male/female""","""who""",0.36,0.51,"""cover_stories""",4
96,"""1""","""competent""","""Democrats""",NA,NA,"""Republicans""",0,"""political_party""","""male/female""","""who""",0.39,0.59,"""cover_stories""",5
96,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",0,"""nationality""","""male/female""","""are""",0.28,0.53,"""cover_stories""",6
96,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.12,"""priors""",8
96,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.71,"""priors""",9
96,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.62,"""priors""",10
96,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.55,"""priors""",11
96,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.49,"""priors""",12
96,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0,"""priors""",13
96,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0,"""priors""",14
96,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,1,"""priors""",15
97,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",0,"""political_party""","""male/female""","""who""",0.49,0.72,"""cover_stories""",3
97,"""1""","""rational""","""men""",NA,NA,"""women""",0,"""gender""","""female/male""","""are""",0.48,0.73,"""cover_stories""",4
97,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",0,"""nationality""","""male/female""","""are""",0.5,0.74,"""cover_stories""",5
97,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",0,"""age""","""male/female""","""who""",0.5,0.78,"""cover_stories""",6
97,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.37,"""priors""",8
97,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.61,"""priors""",9
97,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.49,"""priors""",10
97,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.26,"""priors""",11
97,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.72,"""priors""",12
97,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.36,"""priors""",13
97,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.51,"""priors""",14
97,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.73,"""priors""",15
98,"""1""","""polite""","""People in their 50&quotechars""",NA,NA,"""People in their 20&quotechars""",1,"""age""","""male/female""","""who""",0.27,0.54,"""cover_stories""",3
98,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",0,"""political_party""","""male/female""","""are""",0.78,0.33,"""cover_stories""",4
98,"""1""","""rational""","""men""",NA,NA,"""women""",2,"""gender""","""male/female""","""who""",0.69,0.31,"""cover_stories""",5
98,"""1""","""smart""","""Americans""",NA,NA,"""Europeans""",0,"""nationality""","""male/female""","""are""",0.87,0.48,"""cover_stories""",6
98,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.52,"""priors""",8
98,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.78,"""priors""",9
98,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.35,"""priors""",10
98,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.69,"""priors""",11
98,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.37,"""priors""",12
98,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.84,"""priors""",13
98,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.88,"""priors""",14
98,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.27,"""priors""",15
99,"""1""","""polite""","""People in their 50&quotechars""",NA,NA,"""People in their 20&quotechars""",0,"""age""","""male/female""","""who""",0.51,0.78,"""cover_stories""",3
99,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",0,"""nationality""","""female/male""","""who""",0.46,0.75,"""cover_stories""",4
99,"""1""","""rational""","""women""",NA,NA,"""men""",0,"""gender""","""female/male""","""are""",0.46,0.79,"""cover_stories""",5
99,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",0,"""political_party""","""female/male""","""are""",0.43,0.78,"""cover_stories""",6
99,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.15,"""priors""",8
99,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.74,"""priors""",9
99,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.7,"""priors""",10
99,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.47,"""priors""",11
99,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.76,"""priors""",12
99,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.65,"""priors""",13
99,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.79,"""priors""",14
99,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.27,"""priors""",15
100,"""1""","""rational""","""women""",NA,NA,"""men""",0,"""gender""","""male/female""","""who""",0.48,0.95,"""cover_stories""",3
100,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",1,"""age""","""female/male""","""are""",0.43,0.58,"""cover_stories""",4
100,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",0,"""political_party""","""female/male""","""who""",0.47,0.54,"""cover_stories""",5
100,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",1,"""nationality""","""male/female""","""are""",0.47,0.63,"""cover_stories""",6
100,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.41,"""priors""",8
100,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.26,"""priors""",9
100,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.34,"""priors""",10
100,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.45,"""priors""",11
100,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.39,"""priors""",12
100,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.64,"""priors""",13
100,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.74,"""priors""",14
100,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.7,"""priors""",15
101,"""1""","""rational""","""men""",NA,NA,"""women""",1,"""gender""","""female/male""","""are""",0.48,0.73,"""cover_stories""",3
101,"""1""","""polite""","""People in their 50&quotechars""",NA,NA,"""People in their 20&quotechars""",0,"""age""","""female/male""","""are""",0.4,0.72,"""cover_stories""",4
101,"""1""","""competent""","""Democrats""",NA,NA,"""Republicans""",1,"""political_party""","""female/male""","""who""",0.47,0.66,"""cover_stories""",5
101,"""1""","""smart""","""Americans""",NA,NA,"""Europeans""",0,"""nationality""","""female/male""","""who""",0.53,0.78,"""cover_stories""",6
101,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.44,"""priors""",8
101,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,1,"""priors""",9
101,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.96,"""priors""",10
101,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.97,"""priors""",11
101,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.94,"""priors""",12
101,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.87,"""priors""",13
101,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.88,"""priors""",14
101,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.65,"""priors""",15
102,"""1""","""rational""","""women""",NA,NA,"""men""",0,"""gender""","""male/female""","""who""",0.49,0.8,"""cover_stories""",3
102,"""1""","""competent""","""Democrats""",NA,NA,"""Republicans""",0,"""political_party""","""male/female""","""who""",0.49,0.83,"""cover_stories""",4
102,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",0,"""nationality""","""female/male""","""are""",0.49,0.87,"""cover_stories""",5
102,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",0,"""age""","""male/female""","""are""",0.48,0.87,"""cover_stories""",6
102,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.51,"""priors""",8
102,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.74,"""priors""",9
102,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.53,"""priors""",10
102,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.21,"""priors""",11
102,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.43,"""priors""",12
102,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.7,"""priors""",13
102,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.58,"""priors""",14
102,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.67,"""priors""",15
103,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",0,"""age""","""female/male""","""are""",0.97,0.95,"""cover_stories""",3
103,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",0,"""political_party""","""female/male""","""are""",0.49,0.98,"""cover_stories""",4
103,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",0,"""nationality""","""male/female""","""who""",0.99,0.99,"""cover_stories""",5
103,"""1""","""rational""","""women""",NA,NA,"""men""",0,"""gender""","""male/female""","""who""",0.01,0.97,"""cover_stories""",6
103,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.93,"""priors""",8
103,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.98,"""priors""",9
103,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.85,"""priors""",10
103,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.97,"""priors""",11
103,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.49,"""priors""",12
103,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.75,"""priors""",13
103,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.9,"""priors""",14
103,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.54,"""priors""",15
104,"""1""","""smart""","""Americans""",NA,NA,"""Europeans""",0,"""nationality""","""female/male""","""are""",0.71,0.41,"""cover_stories""",3
104,"""1""","""rational""","""men""",NA,NA,"""women""",1,"""gender""","""female/male""","""who""",0.65,0.46,"""cover_stories""",4
104,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",0,"""age""","""male/female""","""are""",0.63,0.48,"""cover_stories""",5
104,"""1""","""competent""","""Democrats""",NA,NA,"""Republicans""",1,"""political_party""","""female/male""","""who""",0.06,0.23,"""cover_stories""",6
104,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.63,"""priors""",8
104,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.56,"""priors""",9
104,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.75,"""priors""",10
104,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.58,"""priors""",11
104,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.29,"""priors""",12
104,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.36,"""priors""",13
104,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.26,"""priors""",14
104,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.45,"""priors""",15
105,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",0,"""nationality""","""female/male""","""are""",0.49,0.77,"""cover_stories""",3
105,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",0,"""political_party""","""male/female""","""who""",0.48,0.79,"""cover_stories""",4
105,"""1""","""polite""","""People in their 50&quotechars""",NA,NA,"""People in their 20&quotechars""",0,"""age""","""male/female""","""who""",0.49,0.79,"""cover_stories""",5
105,"""1""","""rational""","""women""",NA,NA,"""men""",0,"""gender""","""male/female""","""are""",0.5,0.74,"""cover_stories""",6
105,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.42,"""priors""",8
105,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.98,"""priors""",9
105,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.29,"""priors""",10
105,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.54,"""priors""",11
105,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.78,"""priors""",12
105,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.98,"""priors""",13
105,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.53,"""priors""",14
105,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.7,"""priors""",15
106,"""1""","""competent""","""Democrats""",NA,NA,"""Republicans""",0,"""political_party""","""male/female""","""are""",0.54,0.46,"""cover_stories""",3
106,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",0,"""nationality""","""male/female""","""are""",0.48,0.72,"""cover_stories""",4
106,"""1""","""rational""","""women""",NA,NA,"""men""",1,"""gender""","""female/male""","""who""",0.5,0.75,"""cover_stories""",5
106,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",1,"""age""","""male/female""","""who""",0.47,0.57,"""cover_stories""",6
106,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.5,"""priors""",8
106,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.72,"""priors""",9
106,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.51,"""priors""",10
106,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.58,"""priors""",11
106,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.63,"""priors""",12
106,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.49,"""priors""",13
106,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.68,"""priors""",14
106,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.56,"""priors""",15
107,"""1""","""rational""","""men""",NA,NA,"""women""",0,"""gender""","""female/male""","""are""",0.51,0.48,"""cover_stories""",3
107,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",1,"""political_party""","""female/male""","""are""",0.56,0.88,"""cover_stories""",4
107,"""1""","""smart""","""Americans""",NA,NA,"""Europeans""",1,"""nationality""","""female/male""","""who""",0.61,0.71,"""cover_stories""",5
107,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",1,"""age""","""female/male""","""who""",0.59,0.75,"""cover_stories""",6
107,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.57,"""priors""",8
107,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.51,"""priors""",9
107,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.54,"""priors""",10
107,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.51,"""priors""",11
107,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.47,"""priors""",12
107,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0.37,"""priors""",13
107,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.42,"""priors""",14
107,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.49,"""priors""",15
108,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",0,"""nationality""","""male/female""","""who""",0.51,0.82,"""cover_stories""",3
108,"""1""","""rational""","""men""",NA,NA,"""women""",0,"""gender""","""female/male""","""are""",0.61,0.76,"""cover_stories""",4
108,"""1""","""polite""","""People in their 20&quotechars""",NA,NA,"""People in their 50&quotechars""",0,"""age""","""male/female""","""who""",0.56,0.67,"""cover_stories""",5
